userSeq,userId,email,birth,gender,mbti,moods
642,uzYaePbx00642,ssafy642@naver.com,1996-07-06,FALSE,entp,이국적인
643,uzYaePbx00643,ssafy643@naver.com,2002-05-15,FALSE,estp,활동적인
644,uzYaePbx00644,ssafy644@naver.com,1994-08-10,FALSE,infj,복고풍의
645,uzYaePbx00645,ssafy645@naver.com,2004-05-15,FALSE,intj,활동적인
646,uzYaePbx00646,ssafy646@naver.com,2003-01-28,FALSE,estp,야경풍의
647,uzYaePbx00647,ssafy647@naver.com,2002-04-25,FALSE,infj,낭만적인
648,uzYaePbx00648,ssafy648@naver.com,2000-06-07,FALSE,entj,야경풍의
649,uzYaePbx00649,ssafy649@naver.com,1996-10-20,FALSE,infj,현대적인
650,uzYaePbx00650,ssafy650@naver.com,1996-07-24,FALSE,esfp,활동적인
651,uzYaePbx00651,ssafy651@naver.com,2003-01-03,FALSE,estp,평화로운
652,uzYaePbx00652,ssafy652@naver.com,1994-11-18,FALSE,isfp,이국적인
653,uzYaePbx00653,ssafy653@naver.com,1995-09-20,FALSE,enfp,현대적인
654,uzYaePbx00654,ssafy654@naver.com,1998-05-03,FALSE,istj,평화로운
655,uzYaePbx00655,ssafy655@naver.com,1994-12-05,FALSE,enfj,야경풍의
656,uzYaePbx00656,ssafy656@naver.com,1995-05-10,FALSE,isfj,평화로운
657,uzYaePbx00657,ssafy657@naver.com,1999-12-12,FALSE,entj,평화로운
658,uzYaePbx00658,ssafy658@naver.com,1997-07-02,FALSE,istp,자연주의
659,uzYaePbx00659,ssafy659@naver.com,1996-05-02,FALSE,entj,복고풍의
660,uzYaePbx00660,ssafy660@naver.com,2001-07-20,FALSE,entj,기타
661,uzYaePbx00661,ssafy661@naver.com,2002-03-15,FALSE,isfj,평화로운
662,uzYaePbx00662,ssafy662@naver.com,2003-07-16,FALSE,estp,자연주의
663,uzYaePbx00663,ssafy663@naver.com,1999-05-24,FALSE,infj,야경풍의
664,uzYaePbx00664,ssafy664@naver.com,2002-11-04,FALSE,istp,평화로운
665,uzYaePbx00665,ssafy665@naver.com,2002-01-03,FALSE,enfj,자연주의
666,uzYaePbx00666,ssafy666@naver.com,2001-05-21,FALSE,infp,야경풍의
667,uzYaePbx00667,ssafy667@naver.com,2001-03-19,FALSE,infj,자연주의
668,uzYaePbx00668,ssafy668@naver.com,1995-01-09,FALSE,infp,평화로운
669,uzYaePbx00669,ssafy669@naver.com,2003-03-17,FALSE,infj,복고풍의
670,uzYaePbx00670,ssafy670@naver.com,1996-08-23,FALSE,estj,기타
671,uzYaePbx00671,ssafy671@naver.com,1994-07-28,FALSE,infj,활동적인
